drug_id,drug_N,file_name,imgfile,item_seq,json_file,back_color,camera_la,camera_lo,change_date,chart,color_class1,color_class2,di_class_no,di_company_mf,di_company_mf_en,di_edi_code,di_etc_otc_code,di_item_permit_date,dl_company,dl_company_en,dl_custom_shape,dl_idx,dl_mapping_code,dl_material,dl_material_en,dl_name,dl_name_en,drug_S,drug_dir,drug_shape,form_code_name,height,id,img_key,img_regist_ts,leng_long,leng_short,light_color,line_back,line_front,mark_code_back,mark_code_back_anal,mark_code_back_img,mark_code_front,mark_code_front_anal,mark_code_front_img,print_back,print_front,size,thick,width
K-022182,K-022182,K-022182_0_0_1_0_75_000_200.png,K-022182_0_0_1_0_75_000_200.png,200709910,TL_52_단일_unzipped/K-022182_json/K-022182_0_0_1_0_75_000_200.json,검은색 배경,75,0,20210318.0,연한 노란색의 장방형 필름코팅정제,노랑,,[01140]해열.진통.소염제,(주)바스칸바이오제약,Baskhanbio Pharma,"665000210,A45951351",전문의약품,20070828,(주)경보제약,Kyongbo Pharm,"정제, 저작정",22181,K-022182,트라마돌염산염|아세트아미노펜,Acetaminophen| Tramadol Hydrochloride,뉴트라셋세미정,Newtraset Semi Tab.,정상알약,뒷면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/151248846383000065.jpg,20080623.0,12.0,4.0,전구색,,,,,,,,,SM,Kb,200,4.0,976
K-021840,K-021840,K-021840_0_0_1_0_90_000_200.png,K-021840_0_0_1_0_90_000_200.png,200708601,TL_52_단일_unzipped/K-021840_json/K-021840_0_0_1_0_90_000_200.json,검은색 배경,90,0,20200129.0,2개의 황색층 사이에 1개의 흰색층이 삽입되어 있는 총 3층으로 이루어진 양쪽이 볼록한 원형 필름코팅 정제,"하양, 노랑",노랑,[02590]기타의 비뇨생식기관 및 항문용약,,,"651600850,A15301771",전문의약품,20070725,한화제약(주),Hanwha Pharma,서방형정제,21839,K-021840,알푸조신염산염,Alfuzosin Hydrochloride,윈트랄엑스엘정,Wintral XL Tab.,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427814578200134.jpg,20090625.0,8.0,8.0,전구색,,,,,,,,,,WX,200,7.0,976
K-022306,K-022306,K-022306_0_0_1_1_90_320_200.png,K-022306_0_0_1_1_90_320_200.png,200710567,TL_52_단일_unzipped/K-022306_json/K-022306_0_0_1_1_90_320_200.json,검은색 배경,90,320,20180101.0,흰색의 타원형 필름코팅 정제,하양,,"[06180]주로 그람양성, 음성균에 작용하는 것",보령제약(주),Boryung,"652901130,A37053971",전문의약품,20070917,(주)서울제약,Seoul Pharmaceuticals,"정제, 저작정",22305,K-022306,아목시실린수화물|설박탐피복실,Amoxicillin| Pivoxil Sulbactam,아박탐정 500mg,Abactam Tab. 500mg,정상알약,뒷면,타원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427805977300106.jpg,20080722.0,17.3,9.6,주광색,-,,,,,,,,A분할선T,SEL,200,6.4,976
K-021796,K-021796,K-021796_0_2_0_0_90_280_200.png,K-021796_0_2_0_0_90_280_200.png,200708444,TL_52_단일_unzipped/K-021796_json/K-021796_0_2_0_0_90_280_200.json,연회색 배경,90,280,20181130.0,분홍색의 오각형 필름코팅정,분홍,,[01190]기타의 중추신경용약,,,"642800450,A15902551",전문의약품,20070723,고려제약(주),Korean Drug,"정제, 저작정",21795,K-021796,로피니롤염산염,Ropinirole Hydrochloride,로피맥스정 2mg,Ropimax Tab. 2mg,정상알약,앞면,오각형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427841181200068.jpg,20080617.0,7.6,7.6,전구색,,,,,,,,,,KDC,200,3.3,976
K-022134,K-022134,K-022134_0_0_1_2_90_200_200.png,K-022134_0_0_1_2_90_200_200.png,200709788,TL_52_단일_unzipped/K-022134_json/K-022134_0_0_1_2_90_200_200.json,검은색 배경,90,200,20201209.0,흰색의 원형 필름코팅정,하양,,[02180]동맥경화용제,대웅바이오(주),Daewoong Bio,"646801490,A03856271",전문의약품,20070824,건일제약(주),Kuhnil,"정제, 저작정",22133,K-022134,아토르바스타틴칼슘수화물,Atorvastatin Calcium Hydrate,에이피토정 10mg,Apito Tab. 10mg,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/153391195014300045.jpg,20180807.0,5.7,5.7,주백색,,,,,,,,,10,AT,200,3.5,976
K-021793,K-021793,K-021793_0_2_0_1_75_140_200.png,K-021793_0_2_0_1_75_140_200.png,200708432,TL_52_단일_unzipped/K-021793_json/K-021793_0_2_0_1_75_140_200.json,연회색 배경,75,140,20170915.0,암자색 분말이 충진된 상하부 담갈색의 경질캡슐제,갈색,갈색,[02190]기타의 순환계용약,에이프로젠제약(주),Aprogen Pharmaceuticals,622800580,일반의약품,20070723,(주)마더스제약,Mother'S Pharmaceutical,경질캡슐제,21792,K-021793,포도엽엑스,Vitis Vinifera Leaf Dry Ext.,비니스틴캡슐(비티스비니페라엽건조엑스),Binistin Cap.,정상알약,앞면,장방형,"경질캡슐제, 산제",1280,1,http://connectdi.com/design/img/drug/151525323686300002.jpg,20180102.0,18.96,6.23,주광색,,,,,,,,,,MTS BNST,200,6.7,976
K-022333,K-022333,K-022333_0_2_1_0_75_340_200.png,K-022333_0_2_1_0_75_340_200.png,200710638,TL_52_단일_unzipped/K-022333_json/K-022333_0_2_1_0_75_340_200.json,연회색 배경,75,340,20210318.0,연한 황색의 장방형 필름코팅정,노랑,,[01140]해열.진통.소염제,,,"641801210,A22657611",전문의약품,20070919,광동제약(주),Kwang Dong Pharmaceutical,"정제, 저작정",22332,K-022333,트라마돌염산염|아세트아미노펜,Acetaminophen| Tramadol Hydrochloride,돌트람셋세미정,Doltramsetsemi Tab.,정상알약,뒷면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/154599023163700031.jpg,20071212.0,12.0,5.1,전구색,,,,,,,,,S/M,K/D,200,4.0,976
K-022355,K-022355,K-022355_0_0_1_2_75_160_200.png,K-022355_0_0_1_2_75_160_200.png,200710799,TL_52_단일_unzipped/K-022355_json/K-022355_0_0_1_2_75_160_200.json,검은색 배경,75,160,20180101.0,흰색의 타원형 필름코팅정제,하양,,"[06180]주로 그람양성, 음성균에 작용하는 것",보령제약(주),Boryung,"671900930,694000340,A18251321",전문의약품,20070927,대웅바이오(주),Daewoong Bio,"정제, 저작정",22354,K-022355,아목시실린수화물|설박탐피복실,Amoxicillin| Pivoxil Sulbactam,썰박타민정 500mg,Sulbactamin Tab. 500mg,정상알약,뒷면,타원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427805977300112.jpg,20101019.0,17.4,9.6,주백색,,,,,,,,,S,DWB,200,6.4,976
K-021883,K-021883,K-021883_0_2_1_0_75_340_200.png,K-021883_0_2_1_0_75_340_200.png,200708654,TL_52_단일_unzipped/K-021883_json/K-021883_0_2_1_0_75_340_200.json,연회색 배경,75,340,20180109.0,제1법(헥산 추출) : 독특한 향이 있는 황록 내지 오렌지황색의 유상 물질을 함유한 갈색의 타원형 연질캡슐제2법(에탄올 추출) : 독특한 향이 있는 어두운 녹갈색의 유상 물질을 함유한 갈색의 타원형 연질캡슐제3법(이산화탄소 추출): 독특한 향이 있는 황갈색 또는 오렌지갈색의 유상 물질을 함유한 갈색의 타원형 연질캡슐,갈색,,[02550]비뇨생식기관용제(성병예방제포함),,,"659900100,A84900121",일반의약품,20070726,(주)한국팜비오,Pharmbio,연질캡슐제,21882,K-021883,세레노아레펜스리피도스테롤추출물,Saw Palmetto Ext.,쏘메토320밀리그램연질캡슐(쏘팔메토엑스),Someto 320mg Soft Cap.,정상알약,뒷면,타원형,"연질캡슐제, 액상",1280,1,http://connectdi.com/design/img/drug/148662244385600195.jpg,20080530.0,12.9,7.4,전구색,,,,,,,,,,PWF,200,8.5,976
K-021835,K-021835,K-021835_0_0_0_0_75_160_200.png,K-021835_0_0_0_0_75_160_200.png,200708596,TL_52_단일_unzipped/K-021835_json/K-021835_0_0_0_0_75_160_200.json,검은색 배경,75,160,20130419.0,이 약은 2개의 황색층 사이에 1개의 흰색층이 삽입되어 있는 총 3층으로 이루어진 양쪽이 볼록한 원형 필름코팅 정제이다.,"하양, 노랑",노랑,[02590]기타의 비뇨생식기관 및 항문용약,,,"652601690,A07251341",전문의약품,20070725,알보젠코리아(주),Alvogen Korea,서방형정제,21834,K-021835,알푸조신염산염,Alfuzosin Hydrochloride,알푸릭스엑스엘정 10mg,Alfurix XL Tab. 10mg,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1NhETqzLMjO.jpg,20090629.0,8.08,8.08,전구색,,,,,,,,,KW,ΛF,200,7.0,976
K-022347,K-022347,K-022347_0_2_0_1_90_280_200.png,K-022347_0_2_0_1_90_280_200.png,200710758,TL_52_단일_unzipped/K-022347_json/K-022347_0_2_0_1_90_280_200.json,연회색 배경,90,280,20200130.0,밝은 베이지색으로 한면에 112가 새겨진 원형의 양면이 볼록한 필름코팅정,주황,,[03960]당뇨병용제,,,"655500310,E09060611",전문의약품,20070921,한국엠에스디(주),Msd Korea,"정제, 저작정",22346,K-022347,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,자누비아정 50mg,Januvia Tab. 50mg,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1Mf9b53DgMT.jpg,20080213.0,8.02,8.02,주광색,,,,,,,,,,112,200,3.33,976
K-022348,K-022348,K-022348_0_2_0_0_75_180_200.png,K-022348_0_2_0_0_75_180_200.png,200710759,TL_52_단일_unzipped/K-022348_json/K-022348_0_2_0_0_75_180_200.json,연회색 배경,75,180,20200130.0,베이지색으로 한면에 277이 새겨진 원형의 양면이 볼록한 필름코팅정,주황,,[03960]당뇨병용제,,,"655500320,E09060621",전문의약품,20070921,한국엠에스디(주),Msd Korea,"정제, 저작정",22347,K-022348,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate　,자누비아정 100mg,Januvia Tab. 100mg,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147428292905900006.jpg,20080213.0,10.0,10.0,전구색,,,,,,,,,,277,200,4.0,976
K-022144,K-022144,K-022144_0_2_1_1_70_040_200.png,K-022144_0_2_1_1_70_040_200.png,200709806,TL_52_단일_unzipped/K-022144_json/K-022144_0_2_1_1_70_040_200.json,연회색 배경,70,40,,연한 녹황색의 점조성 내용물이 든 암갈색의 타원형 연질캡슐,갈색,,[03110]비타민 A 및 D제,,,649802350,일반의약품,20070824,명문제약(주),Myungmoon Pharm,연질캡슐제,22143,K-022144,사유|팔미틴산레티놀유|에르고칼시페롤|동클로로필,Chlorophyllin Copper| Ergocalciferol| Retinol Palmitate Oil| Snake Oil,아이플러스연질캡슐 296.7mg/PTP (수출용),Eye Plus Soft Cap.,정상알약,뒷면,타원형,"연질캡슐제, 현탁상",1280,1,http://connectdi.com/design/img/drug/147809054104100086.jpg,20080303.0,15.0,9.0,주광색,,,,,,,,,,EYE,200,9.0,976
K-021836,K-021836,K-021836_0_0_1_0_90_040_200.png,K-021836_0_0_1_0_90_040_200.png,200708597,TL_52_단일_unzipped/K-021836_json/K-021836_0_0_1_0_90_040_200.json,검은색 배경,90,40,20130419.0,이 약은 2개의 황색층 사이에 1개의 흰색층이 삽입되어 있는 총 3층으로 이루어진 양쪽이 볼록한 원형 필름코팅 정제이다.,"하양, 노랑",노랑,[02590]기타의 비뇨생식기관 및 항문용약,,,"648201300,A34003671",전문의약품,20070725,(주)유영제약,Yooyoung Pharm,서방형정제,21835,K-021836,알푸조신염산염,Alfuzosin Hydrochloride,유로트랄엑스엘정,Urotral XL Tab.,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427814578200146.jpg,20090624.0,7.0,7.0,전구색,,,,Y,http://connectdi.com/design/img/drug/147938654295200058.jpg,,,,마크,UX,200,5.0,976
K-022074,K-022074,K-022074_0_2_0_0_75_100_200.png,K-022074_0_2_0_0_75_100_200.png,200709390,TL_52_단일_unzipped/K-022074_json/K-022074_0_2_0_0_75_100_200.json,연회색 배경,75,100,20190805.0,흰색의 원형 필름코팅정제,하양,,[02180]동맥경화용제,,,"643300660,A01208211",전문의약품,20070809,(주)종근당,Chong Kun Dang Pharmaceutical,"정제, 저작정",22073,K-022074,무수아토르바스타틴칼슘,Atorvastatin Calcium Anhydrous,리피로우정 20mg,Lipilow Tab. 20mg,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/148387985149700089.jpg,20170106.0,7.24,7.24,전구색,,,,,,,,,20,LPL,200,4.55,976
K-022232,K-022232,K-022232_0_2_1_0_90_120_200.png,K-022232_0_2_1_0_90_120_200.png,200710246,TL_52_단일_unzipped/K-022232_json/K-022232_0_2_1_0_90_120_200.json,연회색 배경,90,120,20190826.0,황색의 내용물을 함유한 암갈색의 타원형 연질캡슐,갈색,,[03190]기타의 비타민제,,,642100540,일반의약품,20070907,(주)유한양행,Yuhan,연질캡슐제,22231,K-022232,콘드로이틴설페이트나트륨|레티놀팔미테이트|에르고칼시페롤과립|리보플라빈|티아민질산염,Chondroitin Sulfate Sodium| Ergocalciferol Gr.| Retinol Palmitate| Riboflavin| Thiamine Nitrate,모아뷰연질캡슐 50mg/PTP,Moaview Soft Cap.,정상알약,뒷면,타원형,"연질캡슐제, 현탁상",1280,1,http://connectdi.com/design/img/drug/147427795990100177.jpg,20080108.0,14.8,8.2,전구색,,,,,,,,,,MOA,200,8.2,976
K-022361,K-022361,K-022361_0_2_0_0_70_020_200.png,K-022361_0_2_0_0_70_020_200.png,200710816,TL_52_단일_unzipped/K-022361_json/K-022361_0_2_0_0_70_020_200.json,연회색 배경,70,20,20081211.0,"독특한 향의 연한 갈색 장용성 제피정을 함유하는 상부 불투명 갈색, 하부 투명한 갈색의 경질캡슐",갈색,"갈색, 투명",[03220]무기질제제,,,659900020,일반의약품,20070927,(주)한국팜비오,Pharmbio,장용캡슐제,22360,K-022361,황산제일철 장용성 제피정,Ferrous Sulfate Enteric Coated Tablet,노페로캡슐 613.3mg/병,NORFERRO CAP.,정상알약,앞면,장방형,"장용성캡슐제, 정제",1280,1,http://connectdi.com/design/img/drug/147427868771300145.jpg,20081006.0,23.0,8.5,전구색,,,,,,,,,,Fe 100,200,9.5,976
K-022329,K-022329,K-022329_0_0_1_1_90_300_200.png,K-022329_0_0_1_1_90_300_200.png,200710633,TL_52_단일_unzipped/K-022329_json/K-022329_0_0_1_1_90_300_200.json,검은색 배경,90,300,20210318.0,내수용 : 연한 황색의 장방형 필름코팅정수출용 : 흰색의 원형 필름코팅정,노랑,,[01140]해열.진통.소염제,풍림무약(주),Richwood Trading Company,"656000840,A06653691",전문의약품,20070910,알리코제약(주),Arlico,"정제, 저작정",22328,K-022329,아세트아미노펜|트라마돌염산염,Acetaminophen| Tramadol Hydrochloride,안티피라세미정,Antipyra Semi Tab.,정상알약,뒷면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147427897731800103.jpg,20081030.0,12.0,5.1,주광색,,-,,,,,,,TPS,A분할선L,200,4.3,976
K-033465,K-033465,K-033465_0_0_1_0_75_120_200.png,K-033465_0_0_1_0_75_120_200.png,201403085,TL_15_단일_unzipped/K-033465_json/K-033465_0_0_1_0_75_120_200.json,검은색 배경,75,120,20200904.0,세 개의 층으로 이루어진 노란색의 장방형 필름코팅정,노랑,,[01140]해열.진통.소염제,,,644704260,전문의약품,20140710,에스케이케미칼(주),Sk Chemicals,"정제, 저작정",33464,K-033465,에스오메프라졸|나프록센,Esomeprazole| Naproxen,나프메드정 500/20mg,Nafmed Tab. 500/20mg,정상알약,뒷면,타원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/151922765025100149.jpg,20140723.0,20.15,9.42,전구색,,,,,,,,,,SK S,200,6.16,976
K-032243,K-032243,K-032243_0_1_1_0_75_340_200.png,K-032243_0_1_1_0_75_340_200.png,201310413,TL_15_단일_unzipped/K-032243_json/K-032243_0_1_1_0_75_340_200.json,파랑색 배경,75,340,20190404.0,흰색~미황색의 타원형 정제,하양,,[01140]해열.진통.소염제,,,669905870,일반의약품,20131202,대한뉴팜(주),Daehan New Pharm,"정제, 저작정",32242,K-032243,아세트아미노펜|카페인무수물|에페드린염산염,Acetaminophen| Caffeine Anhydrous| Ephedrine Hydrochloride,카푸린에스정 200mg/병,Cafurin-S tab.,정상알약,뒷면,타원형,나정,1280,1,http://connectdi.com/design/img/drug/147426806030600141.jpg,20140122.0,13.0,7.0,전구색,-,,,,,,D,http://connectdi.com/design/img/drug/147938640332900148.jpg,분할선,마크KLS,200,6.0,976
K-033609,K-033609,K-033609_0_2_1_2_75_040_200.png,K-033609_0_2_1_2_75_040_200.png,201403363,TL_15_단일_unzipped/K-033609_json/K-033609_0_2_1_2_75_040_200.json,연회색 배경,75,40,20181101.0,흰색의 장방형 필름코팅정,하양,,[01140]해열.진통.소염제,콜마파마(주),Kolmar Pharma,644102420,일반의약품,20140724,제이더블유신약(주),Jw Shinyak,"정제, 저작정",33608,K-033609,덱시부프로펜,Dexibuprofen,소니펜정 300mg,Sonifen Tab. 300mg,정상알약,뒷면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/154307385481000031.jpg,20181119.0,13.4,7.5,주백색,-,,,,,,,,S분할선F,JWS,200,5.4,976
K-033171,K-033171,K-033171_0_2_0_1_90_040_200.png,K-033171_0_2_0_1_90_040_200.png,201402369,TL_15_단일_unzipped/K-033171_json/K-033171_0_2_0_1_90_040_200.json,연회색 배경,90,40,,흰색의 원형 정제,하양,,[02340]제산제,,,653804970,일반의약품,20140523,신일제약(주),Sinil Pharmaceutical,"정제, 저작정",33170,K-033171,건조수산화알루미늄겔|탄산마그네슘|침강탄산칼슘|탄산수소나트륨,Calcium Carbonate P.P.T.| Dried Aluminum Hydroxide Gel| Magnesium Carbonate| Sodium Bicarbonate,신일겔정 200mg/병,Sinil Gel Tab.,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/1NDIL__eKqQ.jpg,20200709.0,10.7,10.7,주광색,-,,,,,,,,분할선,SIG,200,4.1,976
K-033830,K-033830,K-033830_0_0_0_0_60_120_200.png,K-033830_0_0_0_0_60_120_200.png,201403745,TL_15_단일_unzipped/K-033830_json/K-033830_0_0_0_0_60_120_200.json,검은색 배경,60,120,20210223.0,연한 노란색의 양면이 볼록한 타원형 필름코팅정,노랑,,[03960]당뇨병용제,Boehringer Ingelheim Ellas A.E.,,653501470,전문의약품,20140812,한국베링거인겔하임(주),Boehringer Ingelheim Korea,"정제, 저작정",33829,K-033830,엠파글리플로진,Empagliflozin,자디앙정 25mg,Jardiance Tab. 25mg,정상알약,앞면,타원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147426906991700052.jpg,20141003.0,10.0,6.0,전구색,,,,,,,"집,화살,교회",http://connectdi.com/design/img/drug/147938647484100129.jpg,S 25,마크,200,3.0,976
K-031999,K-031999,K-031999_0_1_0_0_75_220_200.png,K-031999_0_1_0_0_75_220_200.png,201309741,TL_15_단일_unzipped/K-031999_json/K-031999_0_1_0_0_75_220_200.json,파랑색 배경,75,220,20160407.0,연주황색의 장방형 필름코팅정,분홍,,[02590]기타의 비뇨생식기관 및 항문용약,,,642507050,전문의약품,20131015,동아에스티(주),Dong-A St,"정제, 저작정",31998,K-031999,유데나필,Udenafil,자이데나정75mg/PTP,Zydena Tab. 75mg,정상알약,앞면,장방형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147426790493000102.jpg,20160824.0,11.65,5.91,전구색,,,,,,,,,75,ZY,200,3.79,976
K-032883,K-032883,K-032883_0_1_1_1_90_240_200.png,K-032883_0_1_1_1_90_240_200.png,201401417,TL_15_단일_unzipped/K-032883_json/K-032883_0_1_1_1_90_240_200.json,파랑색 배경,90,240,20190404.0,노란색의 장방형 정제,노랑,,[01140]해열.진통.소염제,,,644102390,일반의약품,20140327,제이더블유신약(주),Jw Shinyak,"정제, 저작정",32882,K-032883,아세트아미노펜|에페드린염산염|카페인무수물,Acetaminophen| Caffeine Anhydrous| Ephedrine Hydrochloride,라니린에스정 100mg/병,Ranirin-S Tab,정상알약,뒷면,장방형,나정,1280,1,http://connectdi.com/design/img/drug/147426847266800180.jpg,20140604.0,12.0,5.06,주광색,-,-,,,,,"js,j5",http://connectdi.com/design/img/drug/147938661567700103.jpg,분할선,마크분할선rS,200,4.1,976
K-032158,K-032158,K-032158_0_0_0_1_90_300_200.png,K-032158_0_0_0_1_90_300_200.png,201310219,TL_15_단일_unzipped/K-032158_json/K-032158_0_0_0_1_90_300_200.json,검은색 배경,90,300,20180329.0,연청색의 원형 정제,파랑,,[01140]해열.진통.소염제,,,622801720,일반의약품,20131120,(주)마더스제약,Mother'S Pharmaceutical,"정제, 저작정",32157,K-032158,에페드린염산염|카페인무수물|아세트아미노펜,Acetaminophen| Caffeine Anhydrous| Ephedrine Hydrochloride,지니펜정 200mg/병,Jinifen Tab.,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/147426799381700026.jpg,20140317.0,9.54,9.54,주광색,+,,,,,,,,십자분할선,MJ,200,4.25,976
K-033026,K-033026,K-033026_0_0_1_0_90_260_200.png,K-033026_0_0_1_0_90_260_200.png,201401986,TL_15_단일_unzipped/K-033026_json/K-033026_0_0_1_0_90_260_200.json,검은색 배경,90,260,20160311.0,흰색 또는 미황색의 타원형 필름코팅정,하양,,[02590]기타의 비뇨생식기관 및 항문용약,,,644913730,전문의약품,20140424,제이더블유중외제약(주),Jw Pharmaceutical,"정제, 저작정",33025,K-033026,실로도신,Silodosin,트루패스정 4mg,Thrupass Tab. 4mg,정상알약,뒷면,타원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147426857383000087.jpg,20140604.0,11.0,6.0,전구색,-,-,,,,,jw,http://connectdi.com/design/img/drug/147938661567700091.jpg,분할선,마크분할선TH4,200,3.6,976
K-033406,K-033406,K-033406_0_1_0_0_75_060_200.png,K-033406_0_1_0_0_75_060_200.png,201402959,TL_15_단일_unzipped/K-033406_json/K-033406_0_1_0_0_75_060_200.json,파랑색 배경,75,60,20210309.0,흰색의 원형 장용성 필름코팅정,하양,,[02190]기타의 순환계용약,(주)테라젠이텍스,Theragen Etex,693200960,일반의약품,20140703,(주)한국글로벌제약,Korea Global Prarm,장용정제,33405,K-033406,아스피린,Aspirin,글로아스피린장용정 100mg,Gloaspirin Enteric Coated Tab. 100mg,정상알약,앞면,원형,장용성필름코팅정,1280,1,http://connectdi.com/design/img/drug/154055956537400107.jpg,20181017.0,7.3,7.3,전구색,,,,,,,,,7,KG,200,3.7,976
K-032577,K-032577,K-032577_0_2_0_1_90_220_200.png,K-032577_0_2_0_1_90_220_200.png,201400426,TL_15_단일_unzipped/K-032577_json/K-032577_0_2_0_1_90_220_200.json,연회색 배경,90,220,20210719.0,흰색 또는 미황색의 원형 필름코팅정제,하양,,[02190]기타의 순환계용약,,,641605700,전문의약품,20140129,(주)대웅제약,Daewoong Pharmaceutical,"정제, 저작정",32576,K-032577,로수바스타틴칼슘|올메사탄메독소밀,Olmesartan Medoxomil| Rosuvastatin Calcium,올로스타정 20/20mg,Olostar Tab. 20/20mg,정상알약,앞면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/148111338421000133.jpg,20140310.0,9.69,9.69,주광색,,,,,,,,,,OL 20RO 20,200,6.4,976
K-033876,K-033876,K-033876_0_1_0_0_90_080_200.png,K-033876_0_1_0_0_90_080_200.png,201403835,TL_15_단일_unzipped/K-033876_json/K-033876_0_1_0_0_90_080_200.json,파랑색 배경,90,80,20201030.0,한쪽 면에 “TL” 다른쪽 면에 “5”가 새겨진 분홍색의 달걀형 필름코팅정,분홍,,[01170]정신신경용제,,,668000130,전문의약품,20140819,한국룬드벡(주),Lundbeck Korea,"정제, 저작정",33875,K-033876,보티옥세틴브롬화수소산염,Vortioxetine Hydrobromide,브린텔릭스정 5mg,Brintellix Tab. 5mg,정상알약,앞면,기타,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147426906991700156.jpg,20140902.0,8.43,5.05,전구색,,,,,,,,,5,TL,200,4.0,976
K-031998,K-031998,K-031998_0_1_1_0_75_280_200.png,K-031998_0_1_1_0_75_280_200.png,201309738,TL_15_단일_unzipped/K-031998_json/K-031998_0_1_1_0_75_280_200.json,파랑색 배경,75,280,20181130.0,연한 주황색의 원형 정제,분홍,,[03950]효소제제,대우제약(주),Daewoopharm,671805630,전문의약품,20131015,대원제약(주),Daewon Pharmaceutical,"정제, 저작정",31997,K-031998,스트렙토키나제ㆍ스트렙토도르나제,Streptokinase · Streptodornase,뮤리나제정(스트렙토키나제·스트렙토도르나제),Murinase Tab.,정상알약,뒷면,원형,나정,1280,1,http://connectdi.com/design/img/drug/147426790493000108.jpg,20131226.0,9.0,9.0,전구색,-,,,,,,,,분할선,DWP,200,2.7,976
K-034568,K-034568,K-034568_0_2_0_1_60_220_200.png,K-034568_0_2_0_1_60_220_200.png,201405122,TL_15_단일_unzipped/K-034568_json/K-034568_0_2_0_1_60_220_200.json,연회색 배경,60,220,20190904.0,연한 주황색의 타원형 필름코팅정,분홍,,[02190]기타의 순환계용약,,,642104590,전문의약품,20141031,(주)유한양행,Yuhan,"정제, 저작정",34567,K-034568,텔미사르탄|로수바스타틴칼슘,Rosuvastatin Calcium| Telmisartan,듀오웰정 80/10mg,Duowell Tab. 80/10mg,정상알약,앞면,타원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/147426959368900199.jpg,20141211.0,16.8,8.2,주광색,,,,,,,,,YH,80/10,200,6.1,976
K-033146,K-033146,K-033146_0_2_0_2_90_060_200.png,K-033146_0_2_0_2_90_060_200.png,201402309,TL_15_단일_unzipped/K-033146_json/K-033146_0_2_0_2_90_060_200.json,연회색 배경,90,60,20190222.0,미황색의 원형 정제,노랑,,[01140]해열.진통.소염제,,,670103600,일반의약품,20140520,우리들제약(주),Wooridul Pharmaceutical,"정제, 저작정",33145,K-033146,에페드린염산염|카페인무수물|아세트아미노펜|티아민질산염3배산,Acetaminophen| Caffeine Anhydrous| Ephedrine Hydrochloride| Thiamine Nitrate Rocoat　,웰다운비정 100mg/병,Well Down B Tab.,정상알약,앞면,원형,나정,1280,1,http://connectdi.com/design/img/drug/147426862364000148.jpg,20140721.0,8.78,8.78,주백색,,,,,,,,,M,SD,200,4.54,976
K-033333,K-033333,K-033333_0_1_1_2_90_260_200.png,K-033333_0_1_1_2_90_260_200.png,201402834,TL_15_단일_unzipped/K-033333_json/K-033333_0_1_1_2_90_260_200.json,파랑색 배경,90,260,20190514.0,주황색의 원형 필름코팅정,분홍,,[03130]비타민 B제(비타민 B1을 제외),,,699800940,일반의약품,20140625,태극제약(주),Tai Guk Pharm,,33332,K-033333,리보플라빈부티레이트|피리독신염산염|니코틴산아미드|비오틴|L-시스테인|제피아스코르브산,Ascorbic Acid Coated| Biotin| L-Cysteine| Nicotinamide| Pyridoxine Hydrochloride| Riboflavin Butyrate,이베다정 40mg/PTP,Ibeda Tab.,정상알약,뒷면,원형,필름코팅정,1280,1,http://connectdi.com/design/img/drug/1N7WiIONwv1.jpg,20150205.0,8.5,8.5,주백색,,,,,,,"Js,J5",http://connectdi.com/design/img/drug/147938665320000023.jpg,IV,마크,200,4.2,976
